#RIC,Alias Underlying RIC,Domain,Date-Time,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,No. Bids,Open Ask,High Ask,Low Ask,Close Ask,No. Asks,Open Bid Size,High Bid Size,Low Bid Size,Close Bid Size,Open Ask Size,High Ask Size,Low Ask Size,Close Ask Size,Open Mid Price,High Mid Price,Low Mid Price,Close Mid Price,Filter
NDQ.AUX,,Market Price,2025-03-20T00:03:05.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:10.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:15.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:20.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:25.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:30.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:35.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:40.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:45.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:50.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:03:55.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:00.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:05.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:10.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:15.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:20.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:25.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:30.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:35.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:40.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:45.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:50.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:04:55.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:00.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:05.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:10.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:15.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:20.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:25.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:30.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:35.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:40.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:45.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:50.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:05:55.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:00.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:05.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:10.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:15.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:20.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:25.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:30.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:35.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:40.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:45.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:50.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:06:55.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:00.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:05.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:10.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:15.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:20.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:25.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:30.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:35.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:40.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:45.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:50.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:07:55.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:00.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:05.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:10.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:15.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:20.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:25.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:30.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:35.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:40.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:45.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:50.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:08:55.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:09:00.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:09:05.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:09:10.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:09:15.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:09:20.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
NDQ.AUX,,Market Price,2025-03-20T00:09:25.000000000+11,Intraday 5Sec,,,,,,,45.61,45.61,45.61,45.61,0,45.7,45.7,45.7,45.7,0,1000,1000,1000,1000,2000,2000,2000,2000,,,,,Before Market
